"h3_id","centroid_lat","centroid_lon","pop_census_2022","pop_ambient_2022"
"89a81005c2bffff",-23.5884956388402,-46.7615084004651,423.413252484935,43829.4929136736
"89a81039d83ffff",-23.441789887668,-46.7785701909895,12.0568475244554,9759.77424696555
"89a81002cb7ffff",-23.741117581964,-46.7109518037121,338.647537143014,28921.9457244008
"89a8100e397ffff",-23.5994877334501,-46.6577850501027,94.1735668399445,164829.575761527
"89a81076647ffff",-23.4706875944586,-46.6203220943574,8.21422200133811,35094.5539107379
"89a810736d3ffff",-23.5571354293025,-46.4085577133747,833.012050403558,32779.6148638509
"89a8100553bffff",-23.6247390098387,-46.7411643486916,1557.90228198656,83392.0371919957
"89a81039693ffff",-23.4918390571162,-46.6943883976797,926.965555345595,50919.483254888
"89a810025c7ffff",-23.7764800347157,-46.6752659147181,460.519453756397,10003.3222422342
"89a8108d407ffff",-23.9391480654923,-46.7290854157275,1.48093411259058,NA
"89a81010c1bffff",-23.8376185769171,-46.6770786841139,5.95500022591046,540.000000000012
"89a8100dca7ffff",-23.5275984547598,-46.6189368831617,339.196661015227,107278.360913877
"89a8107006fffff",-23.4805257621294,-46.4737327432302,20.4229174557983,14205.8441411307
"89a81004e4bffff",-23.5917938842683,-46.7891439042327,561.165372521298,33047.223032243
"89a8101052bffff",-23.8612482408427,-46.6624701944877,2.18608928676267,200.000000000002
"89a81089da3ffff",-23.9672905965062,-46.6503043204302,0,880.000000000043
"89a8100d5b7ffff",-23.5638552377688,-46.5985785841444,584.2508907635,68352.2973444994
"89a810076cfffff",-23.6874203563029,-46.7124195759131,197.48543226892,27056.2578489578
"89a81015d23ffff",-23.7281914211385,-46.7901441552544,454.597214371485,6901.92819076979
"89a81012dafffff",-23.8747483661827,-46.7332910761972,6.35568392505794,1782.24851957366
"89a8108c627ffff",-23.9307289608264,-46.7778203808455,1.61598390343364,NA
"89a8100cec7ffff",-23.5309273021187,-46.6465798342091,1099.66571717417,185324.431698883
"89a81075177ffff",-23.38330340817,-46.5810315725589,0.0481204091435418,550.320866644308
"89a81072203ffff",-23.5340269002508,-46.4783106887016,495.867449920447,49966.1992909072
"89a81015633ffff",-23.7781069474315,-46.7059274887582,173.044396963057,8751.7212565258
"89a81046817ffff",-23.5822197869947,-46.3970384241571,432.642923894606,29736.3497664178
"89a81009863ffff",-23.5811406034196,-46.4551918811552,243.43806612772,10866.7677873759
"89a81000a07ffff",-23.6532454710393,-46.6563125716143,449.666826080338,72765.0095235399
"89a8107730bffff",-23.4310627584173,-46.5793724353175,191.275846041542,14900.8814966325
"89a810888d3ffff",-23.9736301639418,-46.678055193094,0,NA
"89a81062dcfffff",-23.361648730222,-46.5525654754706,0,NA
"89a81009173ffff",-23.617362032349,-46.4348135070142,239.966308179644,16058.4029059588
"89a81071423ffff",-23.4982846569267,-46.4190923111021,265.560279056664,40261.6983165836
"89a81000317ffff",-23.6893313854013,-46.6363363894134,752.688440404658,26722.689622986
"89a8100e96bffff",-23.5464835372394,-46.7082441767505,204.907575530851,78802.4214543197
